Source,Target,signal
RAC2,BUB1B-PAK6,a
RAC2,PAK4,a
RAC2,PAK1,a
RAC2,PAK2,a
RAC2,RAC1,a
RAC2,RAC3,a
RAC3,PAK3,a
RAC3,PAK6,a
RAC3,BUB1B-PAK6,a
RAC3,PAK4,a
RAC3,PAK1,a
RAC3,PAK2,a
RAC3,MAPK8,a
RAC3,MAPK9,a
RAC3,MAPK10,a
RAC3,RAC1,a
RAC3,RAC2,a
RAF1,FA turnover,a
RAF1,MAP2K1,a
RAF1,BAD,i
RAP1A,BRAF,a
RAP1A,MAPK9,a
RAP1A,RAP1B,a
RAP1B,BRAF,a
RAP1B,RAP1A,a
RAPGEF1,RAP1B,a
RAPGEF1,RAP1A,a
RASGRF1,RHOA,a
RELN,LAMA1,a
RELN,COL1A1,a
RELN,VTN,a
RELN,THBS3,a
RELN,COL4A4,a
RELN,THBS1,a
RELN,THBS4,a
RELN,LAMA2,a
RELN,TNR,a
RELN,IBSP,a
RELN,SPP1,a
RELN,COL6A2,a
RELN,LAMA5,a
RELN,LAMB1,a
RELN,CHAD,a
RELN,COMP,a
RELN,TNC,a
RELN,LAMC3,a
RELN,LAMB2,a
RELN,LAMA3,a
RELN,COL4A2,a
RELN,COL1A2,a
RELN,COL5A3,a
RELN,LAMA4,a
RELN,COL2A1,a
RELN,LAMB3,a
RELN,COL5A2,a
RELN,COL4A6,a
RELN,THBS2,a
RELN,LAMC1,a
RELN,FN1,a
RELN,LAMC2,a
RELN,TNN,a
RELN,TNXB,a
RELN,VWF,a
RELN,COL4A1,a
RHOA,PIP5K1C,a
RHOA,ROCK1,a
RHOA,ROCK2,a
RHOA,DIAPH1,a
ROCK1,PPP1R12A,i
ROCK1,PPP1R12B,i
ROCK1,PPP1R12C,i
ROCK1,PPP1CA,i
ROCK1,PPP1CB,i
ROCK1,PPP1CC,i
ROCK1,MYL5,a
ROCK1,MYL7,a
ROCK1,MYL10,a
ROCK1,MYL12A,a
ROCK1,MYL12B,a
ROCK1,MYL2,a
ROCK1,MYL9,a
ROCK1,MYLPF,a
ROCK1,ROCK2,a
ROCK2,PPP1R12A,i
ROCK2,PPP1R12B,i
ROCK2,PPP1R12C,i
ROCK2,PPP1CA,i
ROCK2,PPP1CB,i
ROCK2,PPP1CC,i
ROCK2,MYL5,a
ROCK2,MYL7,a
ROCK2,MYL10,a
ROCK2,MYL12A,a
ROCK2,MYL12B,a
ROCK2,MYL2,a
ROCK2,MYL9,a
ROCK2,MYLPF,a
ROCK2,ROCK1,a
SHC1,GRB2,a
SHC1,SHC3,a
SHC1,SHC2,a
SHC1,SHC4,a
SHC2,GRB2,a
SHC2,SHC3,a
SHC2,SHC1,a
SHC2,SHC4,a
SHC3,GRB2,a
SHC3,SHC1,a
SHC3,SHC2,a
SHC3,SHC4,a
SHC4,GRB2,a
SHC4,SHC3,a
SHC4,SHC1,a
SHC4,SHC2,a
SOS1,HRAS,a
SPP1,LAMA1,a
SPP1,COL1A1,a
SPP1,VTN,a
SPP1,THBS3,a
SPP1,COL4A4,a
SPP1,THBS1,a
SPP1,THBS4,a
SPP1,LAMA2,a
SPP1,TNR,a
SPP1,RELN,a
SPP1,IBSP,a
SPP1,COL6A2,a
SPP1,LAMA5,a
SPP1,LAMB1,a
SPP1,CHAD,a
SPP1,COMP,a
SPP1,TNC,a
SPP1,LAMC3,a
SPP1,LAMB2,a
SPP1,LAMA3,a
SPP1,COL4A2,a
SPP1,COL1A2,a
SPP1,COL5A3,a
SPP1,LAMA4,a
SPP1,COL2A1,a
SPP1,LAMB3,a
SPP1,COL5A2,a
SPP1,COL4A6,a
SPP1,THBS2,a
SPP1,LAMC1,a
SPP1,FN1,a
SPP1,LAMC2,a
SPP1,TNN,a
SPP1,TNXB,a
SPP1,VWF,a
SPP1,COL4A1,a
SRC,ARHGAP5,a
SRC,ARHGAP35,a
SRC,PTK2,a
SRMS,SHC3,a
SRMS,SHC1,a
SRMS,SHC2,a
SRMS,SHC4,a
SRMS,PTK2,a
SRMS,PDGFRA,a
SRMS,FGR,a
SRMS,TNK2,a
SRMS,MET,a
SRMS,KDR,a
SRMS,FLT1,a
SRMS,ERBB2,a
SRMS,TXK,a
SRMS,TESK2,a
SRMS,PDGFRB,a
SRMS,TNK1,a
SRMS,HCK,a
SRMS,BLK,a
SRMS,IGF1R,a
SRMS,STYK1,a
SRMS,EGFR,a
SRMS,PTK6,a
STYK1,SHC3,a
STYK1,SHC1,a
STYK1,SHC2,a
STYK1,SHC4,a
STYK1,PTK2,a
STYK1,PDGFRA,a
STYK1,FGR,a
STYK1,TNK2,a
STYK1,MET,a
STYK1,KDR,a
STYK1,FLT1,a
STYK1,ERBB2,a
STYK1,TXK,a
STYK1,TESK2,a
STYK1,SRMS,a
STYK1,PDGFRB,a
STYK1,TNK1,a
STYK1,HCK,a
STYK1,BLK,a
STYK1,IGF1R,a
STYK1,EGFR,a
STYK1,PTK6,a
TESK2,SHC3,a
TESK2,SHC1,a
TESK2,SHC2,a
TESK2,SHC4,a
TESK2,PTK2,a
TESK2,PDGFRA,a
TESK2,FGR,a
TESK2,TNK2,a
TESK2,MET,a
TESK2,KDR,a
TESK2,FLT1,a
TESK2,ERBB2,a
TESK2,TXK,a
TESK2,SRMS,a
TESK2,PDGFRB,a
TESK2,TNK1,a
TESK2,HCK,a
TESK2,BLK,a
TESK2,IGF1R,a
TESK2,STYK1,a
TESK2,EGFR,a
TESK2,PTK6,a
THBS1,LAMA1,a
THBS1,COL1A1,a
THBS1,VTN,a
THBS1,THBS3,a
THBS1,COL4A4,a
THBS1,THBS4,a
THBS1,LAMA2,a
THBS1,TNR,a
THBS1,RELN,a
THBS1,IBSP,a
THBS1,SPP1,a
THBS1,COL6A2,a
THBS1,LAMA5,a
THBS1,LAMB1,a
THBS1,CHAD,a
THBS1,COMP,a
THBS1,TNC,a
THBS1,LAMC3,a
THBS1,LAMB2,a
THBS1,LAMA3,a
THBS1,COL4A2,a
THBS1,COL1A2,a
THBS1,COL5A3,a
THBS1,LAMA4,a
THBS1,COL2A1,a
THBS1,LAMB3,a
THBS1,COL5A2,a
THBS1,COL4A6,a
THBS1,THBS2,a
THBS1,LAMC1,a
THBS1,FN1,a
THBS1,LAMC2,a
THBS1,TNN,a
THBS1,TNXB,a
THBS1,VWF,a
THBS1,COL4A1,a
THBS2,LAMA1,a
THBS2,COL1A1,a
THBS2,VTN,a
THBS2,THBS3,a
THBS2,COL4A4,a
THBS2,THBS1,a
THBS2,THBS4,a
THBS2,LAMA2,a
THBS2,TNR,a
THBS2,RELN,a
THBS2,IBSP,a
THBS2,SPP1,a
THBS2,COL6A2,a
THBS2,LAMA5,a
THBS2,LAMB1,a
THBS2,CHAD,a
THBS2,COMP,a
THBS2,TNC,a
THBS2,LAMC3,a
THBS2,LAMB2,a
THBS2,LAMA3,a
THBS2,COL4A2,a
THBS2,COL1A2,a
THBS2,COL5A3,a
THBS2,LAMA4,a
THBS2,COL2A1,a
THBS2,LAMB3,a
THBS2,COL5A2,a
THBS2,COL4A6,a
THBS2,LAMC1,a
THBS2,FN1,a
THBS2,LAMC2,a
THBS2,TNN,a
THBS2,TNXB,a
THBS2,VWF,a
THBS2,COL4A1,a
THBS3,LAMA1,a
THBS3,COL1A1,a
THBS3,VTN,a
THBS3,COL4A4,a
THBS3,THBS1,a
THBS3,THBS4,a
THBS3,LAMA2,a
THBS3,TNR,a
THBS3,RELN,a
THBS3,IBSP,a
THBS3,SPP1,a
THBS3,COL6A2,a
THBS3,LAMA5,a
THBS3,LAMB1,a
THBS3,CHAD,a
THBS3,COMP,a
THBS3,TNC,a
THBS3,LAMC3,a
THBS3,LAMB2,a
THBS3,LAMA3,a
THBS3,COL4A2,a
THBS3,COL1A2,a
THBS3,COL5A3,a
THBS3,LAMA4,a
THBS3,COL2A1,a
THBS3,LAMB3,a
THBS3,COL5A2,a
THBS3,COL4A6,a
THBS3,THBS2,a
THBS3,LAMC1,a
THBS3,FN1,a
THBS3,LAMC2,a
THBS3,TNN,a
THBS3,TNXB,a
THBS3,VWF,a
THBS3,COL4A1,a
THBS4,LAMA1,a
THBS4,COL1A1,a
THBS4,VTN,a
THBS4,THBS3,a
THBS4,COL4A4,a
THBS4,THBS1,a
THBS4,LAMA2,a
THBS4,TNR,a
THBS4,RELN,a
THBS4,IBSP,a
THBS4,SPP1,a
THBS4,COL6A2,a
THBS4,LAMA5,a
THBS4,LAMB1,a
THBS4,CHAD,a
THBS4,COMP,a
THBS4,TNC,a
THBS4,LAMC3,a
THBS4,LAMB2,a
THBS4,LAMA3,a
THBS4,COL4A2,a
THBS4,COL1A2,a
THBS4,COL5A3,a
THBS4,LAMA4,a
THBS4,COL2A1,a
THBS4,LAMB3,a
THBS4,COL5A2,a
THBS4,COL4A6,a
THBS4,THBS2,a
THBS4,LAMC1,a
THBS4,FN1,a
THBS4,LAMC2,a
THBS4,TNN,a
THBS4,TNXB,a
THBS4,VWF,a
THBS4,COL4A1,a
TLN1,VCL,u
TLN1,FLNA,a
TLN1,PXN,a
TLN1,ACTN4,a
TLN1,ACTN1,a
TLN1,FLNB,a
TLN1,FLNC,a
TLN1,TLN2,a
TLN2,FLNA,a
TLN2,PXN,a
TLN2,ACTN4,a
TLN2,TLN1,a
TLN2,ACTN1,a
TLN2,FLNB,a
TLN2,FLNC,a
TNC,LAMA1,a
TNC,COL1A1,a
TNC,VTN,a
TNC,THBS3,a
TNC,COL4A4,a
TNC,THBS1,a
TNC,THBS4,a
TNC,LAMA2,a
TNC,TNR,a
TNC,RELN,a
TNC,IBSP,a
TNC,SPP1,a
TNC,COL6A2,a
TNC,LAMA5,a
TNC,LAMB1,a
TNC,CHAD,a
TNC,COMP,a
TNC,LAMC3,a
TNC,LAMB2,a
TNC,LAMA3,a
TNC,COL4A2,a
TNC,COL1A2,a
TNC,COL5A3,a
TNC,LAMA4,a
TNC,COL2A1,a
TNC,LAMB3,a
TNC,COL5A2,a
TNC,COL4A6,a
TNC,THBS2,a
TNC,LAMC1,a
TNC,FN1,a
TNC,LAMC2,a
TNC,TNN,a
TNC,TNXB,a
TNC,VWF,a
TNC,COL4A1,a
TNK1,SHC3,a
TNK1,SHC1,a
TNK1,SHC2,a
TNK1,SHC4,a
TNK1,PTK2,a
TNK1,PDGFRA,a
TNK1,FGR,a
TNK1,TNK2,a
TNK1,MET,a
TNK1,KDR,a
TNK1,FLT1,a
TNK1,ERBB2,a
TNK1,TXK,a
TNK1,TESK2,a
TNK1,SRMS,a
TNK1,PDGFRB,a
TNK1,HCK,a
TNK1,BLK,a
TNK1,IGF1R,a
TNK1,STYK1,a
TNK1,EGFR,a
TNK1,PTK6,a
TNK2,SHC3,a
TNK2,SHC1,a
TNK2,SHC2,a
TNK2,SHC4,a
TNK2,PTK2,a
TNK2,PDGFRA,a
TNK2,FGR,a
TNK2,MET,a
TNK2,KDR,a
TNK2,FLT1,a
TNK2,ERBB2,a
TNK2,TXK,a
TNK2,TESK2,a
TNK2,SRMS,a
TNK2,PDGFRB,a
TNK2,TNK1,a
TNK2,HCK,a
TNK2,BLK,a
TNK2,IGF1R,a
TNK2,STYK1,a
TNK2,EGFR,a
TNK2,PTK6,a
TNN,LAMA1,a
TNN,COL1A1,a
TNN,VTN,a
TNN,THBS3,a
TNN,COL4A4,a
TNN,THBS1,a
TNN,THBS4,a
TNN,LAMA2,a
TNN,TNR,a
TNN,RELN,a
TNN,IBSP,a
TNN,SPP1,a
TNN,COL6A2,a
TNN,LAMA5,a
TNN,LAMB1,a
TNN,CHAD,a
TNN,COMP,a
TNN,TNC,a
TNN,LAMC3,a
TNN,LAMB2,a
TNN,LAMA3,a
TNN,COL4A2,a
TNN,COL1A2,a
TNN,COL5A3,a
TNN,LAMA4,a
TNN,COL2A1,a
TNN,LAMB3,a
TNN,COL5A2,a
TNN,COL4A6,a
TNN,THBS2,a
TNN,LAMC1,a
TNN,FN1,a
TNN,LAMC2,a
TNN,TNXB,a
TNN,VWF,a
TNN,COL4A1,a
TNR,LAMA1,a
TNR,COL1A1,a
TNR,VTN,a
TNR,THBS3,a
TNR,COL4A4,a
TNR,THBS1,a
TNR,THBS4,a
TNR,LAMA2,a
TNR,RELN,a
TNR,IBSP,a
TNR,SPP1,a
TNR,COL6A2,a
TNR,LAMA5,a
TNR,LAMB1,a
TNR,CHAD,a
TNR,COMP,a
TNR,TNC,a
TNR,LAMC3,a
TNR,LAMB2,a
TNR,LAMA3,a
TNR,COL4A2,a
TNR,COL1A2,a
TNR,COL5A3,a
TNR,LAMA4,a
TNR,COL2A1,a
TNR,LAMB3,a
TNR,COL5A2,a
TNR,COL4A6,a
TNR,THBS2,a
TNR,LAMC1,a
TNR,FN1,a
TNR,LAMC2,a
TNR,TNN,a
TNR,TNXB,a
TNR,VWF,a
TNR,COL4A1,a
TNXB,LAMA1,a
TNXB,COL1A1,a
TNXB,VTN,a
TNXB,THBS3,a
TNXB,COL4A4,a
TNXB,THBS1,a
TNXB,THBS4,a
TNXB,LAMA2,a
TNXB,TNR,a
TNXB,RELN,a
TNXB,IBSP,a
TNXB,SPP1,a
TNXB,COL6A2,a
TNXB,LAMA5,a
TNXB,LAMB1,a
TNXB,CHAD,a
TNXB,COMP,a
TNXB,TNC,a
TNXB,LAMC3,a
TNXB,LAMB2,a
TNXB,LAMA3,a
TNXB,COL4A2,a
TNXB,COL1A2,a
TNXB,COL5A3,a
TNXB,LAMA4,a
TNXB,COL2A1,a
TNXB,LAMB3,a
TNXB,COL5A2,a
TNXB,COL4A6,a
TNXB,THBS2,a
TNXB,LAMC1,a
TNXB,FN1,a
TNXB,LAMC2,a
TNXB,TNN,a
TNXB,VWF,a
TNXB,COL4A1,a
TXK,SHC3,a
TXK,SHC1,a
TXK,SHC2,a
TXK,SHC4,a
TXK,PTK2,a
TXK,PDGFRA,a
TXK,FGR,a
TXK,TNK2,a
TXK,MET,a
TXK,KDR,a
TXK,FLT1,a
TXK,ERBB2,a
TXK,TESK2,a
TXK,SRMS,a
TXK,PDGFRB,a
TXK,TNK1,a
TXK,HCK,a
TXK,BLK,a
TXK,IGF1R,a
TXK,STYK1,a
TXK,EGFR,a
TXK,PTK6,a
VASP,ZYX,a
VAV1,RAC1,a
VAV1,RAC3,a
VAV1,RAC2,a
VAV1,VAV2,a
VAV1,VAV3,a
VAV2,RAC1,a
VAV2,RAC3,a
VAV2,RAC2,a
VAV2,VAV1,a
VAV2,VAV3,a
VAV3,RAC1,a
VAV3,RAC3,a
VAV3,RAC2,a
VAV3,VAV1,a
VAV3,VAV2,a
VCL,ACTB,u
VCL,ACTG1,u
VCL,FLNA,u
VCL,PXN,u
VCL,ACTN4,u
VCL,TLN1,u
VCL,ACTN1,u
VCL,FLNB,u
VCL,FLNC,u
VCL,TLN2,u
VCL,PARVB,a
VCL,PARVA,a
VCL,PARVG,a
VEGF,PDGFRA,a
VEGF,FGR,a
VEGF,TNK2,a
VEGF,MET,a
VEGF,KDR,a
VEGF,FLT1,a
VEGF,ERBB2,a
VEGF,TXK,a
VEGF,TESK2,a
VEGF,SRMS,a
VEGF,PDGFRB,a
VEGF,TNK1,a
VEGF,HCK,a
VEGF,BLK,a
VEGF,IGF1R,a
VEGF,STYK1,a
VEGF,EGFR,a
VEGF,PTK6,a
VEGF,HGF,a
VEGF,PDGFD,a
VEGF,FIGF,a
VEGF,EGF,a
VEGF,VEGFB,a
VEGF,IGF1,a
VEGF,PGF,a
VEGF,PDGFA,a
VEGF,PDGFC,a
VEGF,VEGFC,a
VEGF,PDGFB,a
VEGFB,PDGFRA,a
VEGFB,FGR,a
VEGFB,TNK2,a
VEGFB,MET,a
VEGFB,KDR,a
VEGFB,FLT1,a
VEGFB,ERBB2,a
VEGFB,TXK,a
VEGFB,TESK2,a
VEGFB,SRMS,a
VEGFB,PDGFRB,a
VEGFB,TNK1,a
VEGFB,HCK,a
VEGFB,BLK,a
VEGFB,IGF1R,a
VEGFB,STYK1,a
VEGFB,EGFR,a
VEGFB,PTK6,a
VEGFB,HGF,a
VEGFB,PDGFD,a
VEGFB,VEGF,a
VEGFB,FIGF,a
VEGFB,EGF,a
VEGFB,IGF1,a
VEGFB,PGF,a
VEGFB,PDGFA,a
VEGFB,PDGFC,a
VEGFB,VEGFC,a
VEGFB,PDGFB,a
VEGFC,PDGFRA,a
VEGFC,FGR,a
VEGFC,TNK2,a
VEGFC,MET,a
VEGFC,KDR,a
VEGFC,FLT1,a
VEGFC,ERBB2,a
VEGFC,TXK,a
VEGFC,TESK2,a
VEGFC,SRMS,a
VEGFC,PDGFRB,a
VEGFC,TNK1,a
VEGFC,HCK,a
VEGFC,BLK,a
VEGFC,IGF1R,a
VEGFC,STYK1,a
VEGFC,EGFR,a
VEGFC,PTK6,a
VEGFC,HGF,a
VEGFC,PDGFD,a
VEGFC,VEGF,a
VEGFC,FIGF,a
VEGFC,EGF,a
VEGFC,VEGFB,a
VEGFC,IGF1,a
VEGFC,PGF,a
VEGFC,PDGFA,a
VEGFC,PDGFC,a
VEGFC,PDGFB,a
VTN,LAMA1,a
VTN,COL1A1,a
VTN,THBS3,a
VTN,COL4A4,a
VTN,THBS1,a
VTN,THBS4,a
VTN,LAMA2,a
VTN,TNR,a
VTN,RELN,a
VTN,IBSP,a
VTN,SPP1,a
VTN,COL6A2,a
VTN,LAMA5,a
VTN,LAMB1,a
VTN,CHAD,a
VTN,COMP,a
VTN,TNC,a
VTN,LAMC3,a
VTN,LAMB2,a
VTN,LAMA3,a
VTN,COL4A2,a
VTN,COL1A2,a
VTN,COL5A3,a
VTN,LAMA4,a
VTN,COL2A1,a
VTN,LAMB3,a
VTN,COL5A2,a
VTN,COL4A6,a
VTN,THBS2,a
VTN,LAMC1,a
VTN,FN1,a
VTN,LAMC2,a
VTN,TNN,a
VTN,TNXB,a
VTN,VWF,a
VTN,COL4A1,a
VWF,LAMA1,a
VWF,COL1A1,a
VWF,VTN,a
VWF,THBS3,a
VWF,COL4A4,a
VWF,THBS1,a
VWF,THBS4,a
VWF,LAMA2,a
VWF,TNR,a
VWF,RELN,a
VWF,IBSP,a
VWF,SPP1,a
VWF,COL6A2,a
VWF,LAMA5,a
VWF,LAMB1,a
VWF,CHAD,a
VWF,COMP,a
VWF,TNC,a
VWF,LAMC3,a
VWF,LAMB2,a
VWF,LAMA3,a
VWF,COL4A2,a
VWF,COL1A2,a
VWF,COL5A3,a
VWF,LAMA4,a
VWF,COL2A1,a
VWF,LAMB3,a
VWF,COL5A2,a
VWF,COL4A6,a
VWF,THBS2,a
VWF,LAMC1,a
VWF,FN1,a
VWF,LAMC2,a
VWF,TNN,a
VWF,TNXB,a
VWF,COL4A1,a
XIAP,BIRC3,a
XIAP,BIRC2,a
ZYX,VASP,a
ITGA,LAMA1,a
ITGA,COL1A1,a
ITGA,VTN,a
ITGA,THBS3,a
ITGA,COL4A4,a
ITGA,THBS1,a
ITGA,THBS4,a
ITGA,LAMA2,a
ITGA,TNR,a
ITGA,RELN,a
ITGA,IBSP,a
ITGA,SPP1,a
ITGA,COL6A2,a
ITGA,LAMA5,a
ITGA,LAMB1,a
ITGA,CHAD,a
ITGA,COMP,a
ITGA,TNC,a
ITGA,LAMB2,a
ITGA,LAMA3,a
ITGA,COL4A2,a
ITGA,COL1A2,a
ITGA,COL5A3,a
ITGA,LAMA4,a
ITGA,COL2A1,a
ITGA,LAMB3,a
ITGA,COL5A2,a
ITGA,COL4A6,a
ITGA,THBS2,a
ITGA,LAMC1,a
ITGA,FN1,a
ITGA,LAMC2,a
ITGA,TNN,a
ITGA,TNXB,a
ITGA,VWF,a
ITGA,COL4A1,a
ITGB,LAMA1,a
ITGB,COL1A1,a
ITGB,VTN,a
ITGB,THBS3,a
ITGB,COL4A4,a
ITGB,THBS1,a
ITGB,THBS4,a
ITGB,LAMA2,a
ITGB,TNR,a
ITGB,RELN,a
ITGB,IBSP,a
ITGB,SPP1,a
ITGB,COL6A2,a
ITGB,LAMA5,a
ITGB,LAMB1,a
ITGB,CHAD,a
ITGB,COMP,a
ITGB,TNC,a
ITGB,LAMB2,a
ITGB,LAMA3,a
ITGB,COL4A2,a
ITGB,COL1A2,a
ITGB,COL5A3,a
ITGB,LAMA4,a
ITGB,COL2A1,a
ITGB,LAMB3,a
ITGB,COL5A2,a
ITGB,COL4A6,a
ITGB,THBS2,a
ITGB,LAMC1,a
ITGB,FN1,a
ITGB,LAMC2,a
ITGB,TNN,a
ITGB,TNXB,a
ITGB,VWF,a
ITGB,COL4A1,a
ITGA,ACTN1,u
ITGA,ACTN4,u
ITGA,FLNA,u
ITGA,FLNB,u
ITGA,FLNC,u
ITGA,TLN1,u
ITGA,TLN2,u
ITGA,SRC,a
ITGA,PTK2,a
ITGA,PRKCA,a
ITGA,PRKCB,a
ITGA,PRKCG,a
ITGB,ACTN1,u
ITGB,ACTN4,u
ITGB,FLNA,u
ITGB,FLNB,u
ITGB,FLNC,u
ITGB,TLN1,u
ITGB,TLN2,u
ITGB,SRC,a
ITGB,PTK2,a
ITGB,PRKCA,a
ITGB,PRKCB,a
ITGB,PRKCG,a
